0
251,"또한, 금융소비자는 금융상품/서비스에 대해 설명을 받을 권리가 있으며, 여신부적격자는 대출 제한이 될 수 있습니다."
252,"이자는 대출기간 중 매월 이자지급일에 대출상환방법에 따라 부과되며, 연체이율은 대출이율에 연3%의 연체가산이 적용됩니다."
253,상환능력 대비 대출금이 과도할 경우 신용평점 하락 및 불이익이 발생할 수 있으니 주의하시기 바랍니다.
254,"자세한 내용은 영업점, 고객센터(☎XXXX-XXXX), 홈페이지(www.kbstar.com)를 참조해주시기 바랍니다."
255,"이벤트 기간은 2023년 6월 16일부터 7월 31일까지이며, 본"
256,**은행에서는 현재 황금레이스 이벤트를 진행 중입니다.
257,"이벤트 기간은 2022년 2월 7일부터 2월 28일까지이며, 이벤트에 참여하려면 자산을 최초로 등록해야 합니다."
258,"또한, 마케팅 선택동의도 필수로 해주셔야 합니다."
259,"이벤트에 참여하면 스타벅스 아메리카노 Tall 쿠폰이나 파리바게뜨 5천원권 모바일쿠폰을 받을 수 있으며, 추첨을 통해 BBQ 황금올리브치킨과 콜라를 받을 수도 있습니다."
260,"또한, 2개 이상의 업권에 동의하면 황금세뱃돈 50만 포인트리를, 3개 이상의 업권에 동의하면 황금호랑이 골드바 10g를 추첨을 통해 받을 수 있습니다."
261,"경품 발송을 위해 등록된 고객정보를 확인해야 하며, 황금세뱃돈 50만 포인트리는 고객 부담이 있습니다."
262,이벤트에 대한 자세한 내용과 유의사항은 이벤트 페이지나 고객센터로 문의하시기 바랍니다.
263,이벤트는 **은행의 사정에 따라 변경 또는 중단될 수 있습니다.
264,"**은행은 내일까지 [Service] 쿠폰을 사용하지 않으면 [10,000원 금융쿠폰]이 사라진다고 안내했습니다."
265,"쿠폰의 사용기간은 4월 28일(금) 23:59까지이며, 사용기간 만료 후에는 쿠폰을 연장하거나 사용할 수 없다고 합니다."
266,내일까지 [Service] 쿠폰함에서 쿠폰을 연장할 수 있다는 팁도 제공되었습니다.
267,"[Service]이란 무엇인지 확인하고, 챗봇과 상담할 수 있는 링크도 제공되었습니다."
268,"또한, 쿠폰 사용에 대한 조건과 유의사항도 안내되었습니다."
269,"마지막으로, **은행의 홈페이지나 [Service]에서 자세한 내용을 확인할 수 있다고 마무리되었습니다."
270,**은행에서는 고객님께서 1개월 동안 마이데이터 혜택을 누리지 못하셨다는 사실을 알려드립니다.
271,"이에 대한 대응으로, **은행은 고객님을 위한 나만을 위한 자산관리 컨설팅 서비스를 다시 경험하실 수 있도록 제공하고 있습니다."
272,"이 서비스는 고객님을 알고, 고객님에게 맞는 서비스를 제공하는 자산관리서비스입니다."
273,"또한, 소비패턴 분석 진단을 통해 더 나은 소비생활을 제안하는 지출관리 서비스도 제공하고 있습니다."
274,"그리고 다양한 실물자산부터 신용관리까지, 더 쉽게 관리할 수 있는 금융플러스 서비스도 제공하고 있습니다."
275,자세한 내용은 **은행 홈페이지(www.kbstar.com)를 참고하시거나 해당 영업점으로 문의하시기 바랍니다.
276,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 15889999 또는 무료수신거부 번호인 0808535882로 연락주시기 바랍니다."
277,KB은행에서는 4월 10일부터 4월 30일까지 영어회화 고민을 덜어드리기 위한 이벤트를 진행하고 있습니다.
278,"해당 이벤트에는 *** 고객님이 참여할 수 있으며, 응모와 함께 취향저격 혜택알림(PUSH) 동의를 하셔야 합니다."
279,이벤트 경품으로는 주차별로 1만명에게 튜터링 수강권 무료체험권과 튜터링 수강권 20% 할인쿠폰이 제공됩니다.
280,"이벤트 자세한 내용은 [URL]에서 확인하실 수 있으며, 챗봇과 상담도 가능합니다."
281,"이벤트 응모는 [Service] 앱의 이벤트 페이지에서만 가능하며, 쿠폰 발송일 기준으로 취향저격혜택 *** 고객님은 제외됩니다."
282,"튜터링 제휴쿠폰은 1인 1회만 사용 가능하며, 발급일로부터 7일 이내에 사용해야 합니다."
283,"또한, 튜터링 제휴쿠폰의 유효기간이 경과한 경우 재발급은 불가능합니다."
284,"이벤트는 **은행 혹은 제휴사의 사정에 따라 변경 또는 중단될 수 있으며, 경품은 사정상 동일 금액대의 다른 상품으로 변경될 수 있습니다."
285,"**은행은 상품 계약체결을 권유하는 경우 중요한 사항을 이해할 수 있도록 설명을 받을 권리가 있으며, 상품 가입 전에는 상품 설명서와 약관을 필독해야 합니다."
286,추가적인 문의는 **은행 고객센터(☎XXXX-XXXX)나 홈페이지(www.kbstar.com)로 문의하시면 됩니다.
287,튜터링 제휴쿠폰 사용 관련 문의는 튜터링 App의 마이튜터링 > 이용안내 > 고객센터로 문의하시면 됩니다.
288,**은행에서는 3주일 동안 내 계좌 한눈에 보던 서비스를 제공하지 못했습니다.
289,그러나 이제 30초만에 재연결할 수 있습니다.
290,모든 자산을 한 곳에 모으고 나만을 위한 자산관리 컨설팅을 다시 경험해보세요.
291,[URL]에서 확인하세요.
292,**은행계좌도 한눈에 확인할 수 있는 서비스입니다.
293,"유의사항으로는 계약체결/가입 전 설명서 약관을 필독하고, 금융상품 및 서비스에 대한 설명 요청이 가능하며, **은행 홈페이지(www.kbstar.com)를 참고하거나 해당 영업점으로 문의하시기 바랍니다."
294,"무료수신거부는 XXX-XXX-XXXX로 가능하며, 문의는 ☎15889999 또는 무료수신거부번호 0808535882로 하실 수 있습니다."
295,"[마케팅 메시지 시작]
안녕하세요, **증권입니다."
296,저희는 [Company] 글로벌신성장(사모투자재간접형)펀드를 소개하고자 합니다.
297,"이 펀드는 세계경제를 주도할 7개 신성장 테마에 분산 투자하며, 하위 사모펀드가 일부 손실을 우선 충당해줍니다."
298,[Company] 글로벌신성장(사모투자재간접형)펀드의 투자 포인트는 다음과 같습니다.
299,"먼저, 글로벌 신성장 테마 7개에 분산투자하고, 테마별 주도기업에 압축투자합니다."
300,"또한, 하위 사모펀드가 손실 우선 충당하는 손익차등형으로 운용됩니다."
301,"이 펀드의 목표수익률을 달성하면 조기상환되며, 공모펀드 누적기준가는 1,200원이고 만기는 3년입니다."
302,"이 펀드의 모집청약기간은 23.07.17부터 08.07까지이며, 설정일은 23.08.08입니다."
303,"상품위험등급은 판매사 2등급(고위험), 운용사 2등급(높은위험)입니다."
304,"선취수수료는 납입금액의 0.5% 이내이며, 총보수는 연 0.32%입니다."
305,"신탁계약기간은 3년이며, 중도 환매는 불가능합니다."
306,"또한, 환헤지는 없으며, 환노출형으로 환율변동에 따른 환차익/환차손이 기준가에 반영됩니다."
307,더 자세한 내용은 아래 링크에서 모집펀드를 확인하실 수 있습니다.
308,"[URL]

**증권은 준법감시인 심사필 제2023-06645호를 받았으며, 유효"
309,"[마케팅 메시지]
복날 기념!"
310,"수지가 치킨 쏜닭~
[Web발신]
(광고)[[Company]] 복날 기념!"
311,"*** 고객님 [Company] 웰컴 이벤트~

[Company]가 아직 낯선 *** 고객님을 위한 이벤트입니다!"
312,복날을 기념하여 수지가 치킨을 100명에게 쏩니다!
313,참여하려면 [URL]을 클릭해주세요.
314,"또한, [Company]의 소개 영상을 시청하고 치킨과 콜라 세트를 응모할 수 있는 행운 이벤트도 진행됩니다."
315,더위를 날려버릴 시원한 웃음과 맛있는 치킨을 즐겨보세요!
316,**은행은 스마트폰뱅킹 대표 브랜드입니다.
317,이벤트 내용은 **은행의 사정에 따라 변경되거나 조기 종료될 수 있습니다.
318,"단, 기 조건 충족 *** 고객님은 제외됩니다."
319,문의사항은 **은행 고객센터(XXXX-XXXX>0>4)로 연락주시기 바랍니다.
320,※ 본 홍보물은 법령 및 내부통제기준에 따라 제공됩니다.
321,※ 본 홍보물은 2023년 8월 23일까지 유효합니다.
322,"※ 준법감시인 심의필 제2023-(광고)-04336호(2023.06.26)
무료수신거부 XXX-XXX-XXXX"
323,**은행에서는 소득과 직업에 상관없이 신청 가능한 [Company] 비상금대출 새봄맞이 이벤트를 진행합니다.
324,"이벤트 기간은 23년 6월 1일부터 6월 30일까지이며, 이벤트 대상은 이벤트 기간 내에 비상금대출을 받고 첫 달 이자를 정상 납부한 *** 고객님입니다."
325,이벤트 혜택으로는 추첨을 통해 회차별로 111명에게 하나머니를 제공합니다.
326,"1등은 100만 하나머니, 2등은 5만 하나머니, 3등은 5천 하나머니입니다."
327,자세한 이벤트 내용은 [URL]에서 확인하실 수 있습니다.
328,문의 사항은 **은행 고객센터(XXXX-XXXX) 또는 하나머니 고객상담센터(XXXX-XXXX)로 연락 주시기 바랍니다.
329,"이 홍보물은 2023년 6월 30일까지 유효하며, 무료 수신 거부는 XXX-XXX-XXXX로 가능합니다."
330,준법감시인 심의필 번호는 2023-광고-02235호입니다.
331,**은행에서는 적금금리우대쿠폰의 유효기간이 다가오고 있습니다.
332,쿠폰명은 '적금금리우대쿠폰'이며 연 0.2%의 금리를 제공합니다.
333,유효기간은 발급일로부터 35일 이내입니다.
334,쿠폰함에서 상세 내용을 확인하실 수 있습니다.
335,"쿠폰을 아직 사용하지 않으셨다면 유효기간을 꼭 확인하시고, 우대혜택을 놓치지 않도록 꼼꼼히 챙겨주세요."
336,"추가로, **은행의 예금보호대상 금융상품은 1인당 최고 5천만원까지 보호되며, 이를 초과하는 금액은 보호되지 않습니다."
337,금융상품에 관한 계약을 체결하기 전에는 금융상품 설명서와 약관을 꼭 읽어보시기 바랍니다.
338,더 자세한 내용은 **은행 홈페이지를 참고하시거나 고객센터로 문의해주세요.
339,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09117호(2022.12.16)/CC브랜드221220-0167에 따라 제공됩니다."
340,무료수신거부는 XXX-XXX-XXXX입니다.
341,**은행과 첫 거래를 시작한 *** 고객님 진심으로 감사드립니다.
342,하나웰컴박스를 선물로 드렸습니다.
343,"하나웰컴박스에는 비타 500 쿠폰과 0.2% 연 이자율 우대쿠폰, 그리고 **은행의 다양한 금융 서비스 안내가 포함되어 있습니다."
344,하나웰컴박스를 열어보세요!
345,bit.ly/첫거래하나웰컴박스환영
346,**은행에서는 직장인 고객들을 위해 적금 가입 시 0.2%의 우대 금리를 제공하는 쿠폰을 안내하고 있습니다.
347,"이 쿠폰은 발급일로부터 35일 이내에 사용 가능하며, 연간 0.2%의 금리를 추가로 받을 수 있습니다."
348,쿠폰함에서 확인하실 수 있으니 지금 확인해보세요.
349,"**은행은 귀하의 예금보호를 위해 최고 5천만원까지 보호하며, 5천만원을 초과하는 금액은 보호하지 않습니다."
350,적금 가입 시에는 예금성 상품가입 시 구속성 예금 제도의 영향을 받을 수 있으니 참고하시기 바랍니다.
351,자세한 사항은 **은행 홈페이지나 고객센터로 문의해주시기 바랍니다.
352,"이 메시지는 2023년 11월 30일까지 유효하며, 준법감시인 심의필 제2022-광고-09113호(2022.12.16)/CC브랜드221220-0163에 따라 제공됩니다."
353,오늘만!
354,꽝없는 룰렛을 돌려보세요!
355,오직 오늘만 100% 당첨 보장!
356,이벤트 페이지에서 룰렛을 돌리면 도미노피자 포테이토M+콜라 1.25L 모바일쿠폰 1매 또는 100포인트를 받을 수 있습니다.
357,이벤트는 2023년 6월 23일까지만 진행되니 서둘러 참여해주세요.
358,경품은 2023년 6월 30일까지 순차적으로 지급됩니다.
359,"이벤트 참여는 [Service] App의 이벤트 페이지에서 가능하며, 기회는 1인당 1회입니다."
360,등록된 휴대전화번호로 경품이 발송되니 고객정보를 확인해주세요.
361,휴대전화 기종에 따라 링크 접속이 지연될 경우 고객센터로 문의해주세요.
362,이벤트는 **은행의 사정에 따라 변경 또는 중단될 수 있습니다.
363,상세한 내용은 고객센터로 문의해주세요.
364,KB은행에서는 KB라이브 시청을 통해 다양한 이벤트에 참여할 수 있는 기회를 제공하고 있습니다.
365,"6월 22일에 예정된 라이브방송을 시청하면 피자, 치킨, 커피, 아이스크림 등 다양한 상품을 받을 수 있습니다."
366,이벤트에 참여하려면 KB라이브를 시청한 후 이벤트 응모를 해야합니다.
367,"이벤트는 실시간 추첨 이벤트, 댓글 소통 이벤트, KB라이브 5분 이상 시청 이벤트로 구성되어 있으며, 각 이벤트에는 경품이 제공됩니다."
368,당첨자 발표 및 경품 발송은 2023년 6월 30일까지 이루어집니다.
369,"이벤트 응모는 1인당 1회만 가능하며, 중복 당첨은 불가능합니다."
370,이벤트에 참여하기 위해서는 로그인이 필요합니다.
371,이벤트에 대한 자세한 내용은 KB은행 고객센터로 문의하시기 바랍니다.
372,**은행에서는 현재 진행 중인 이벤트에 대해 알려드립니다.
373,"이벤트는 2023년 4월 13일부터 4월 19일까지 진행되며, 참여 방법은 간단합니다."
374,이벤트 페이지에서 미션을 확인한 후 미션을 완료하면 경품 응모가 가능합니다.
375,"미션은 [Service] 등록, [Service] 알림 동의, [Service] 입출금 알림 동의입니다."
376,"경품은 추첨을 통해 지급되며, 1등에는 다이슨 공기청정기, 2등에는 배스킨라빈스 더블레귤러 아이스크림, 3등에는 CU 모바일 금액권 1천원권이 준비되어 있습니다."
377,"당첨자 발표는 2023년 4월 21일에 이루어지며, 모바일 쿠폰은 4월 28일까지, 실물 경품은 5월 19일까지 지급될 예정입니다."
378,이벤트에 관한 자세한 내용은 [Service]App의 이벤트 페이지에서 확인하실 수 있습니다.
379,추가로 궁금한 사항이 있으시면 **은행 고객센터로 문의해주시기 바랍니다.
380,감사합니다.
381,은행에서는 시크릿 이벤트를 개최하고 있습니다.
382,"해당 이벤트는 특정 고객들을 대상으로 진행되며, 이벤트에 참여한 분들에게는 꽝 없는 경품이 제공됩니다."
383,"경품으로는 다이슨 공기청정기, 배스킨라빈스 더블레귤러 아이스크림, CU 모바일 금액권 1천원권이 있습니다."
384,"이벤트 기간은 2023년 4월 13일부터 4월 19일까지이며, 참여 방법은 이벤트 페이지에서 미션을 확인한 후 미션을 달성하고 경품 신청하기 버튼을 클릭하는 것입니다."
385,"당첨자는 2023년 4월 21일에 발표되며, 모바일 쿠폰은 4월 28일까지, 실물 경품은 5월 19일까지 지급될 예정입니다."
386,이벤트에 관한 자세한 내용은 은행의 고객센터로 문의하시기 바랍니다.
387,**은행에서는 스타뱅킹 길라잡이를 소개합니다.
388,이 서비스를 통해 비대면으로 가능한 업무를 사전에 알아볼 수 있습니다.
389,원하는 서비스를 찾을 수 있도록 길라잡이가 도와줍니다.
390,"뱅킹서비스, 알림서비스, 생활/편의서비스, **카드만들기 등 다양한 서비스를 제공하고 있습니다."
391,"또한 대출/외환서비스, 오픈뱅킹서비스 등도 이용할 수 있습니다."
392,스타뱅킹 길라잡이를 통해 더 편리하고 간편한 은행 업무를 경험해보세요.
393,스타뱅킹 길라잡이와 상담하거나 챗봇을 이용하여 문의할 수 있습니다.
394,자세한 내용은 **은행 고객센터나 홈페이지를 참고해주세요.
